comments,labels
بدترین اتاق فراری بود تاحالا رفتیم تا حالا ۵۰یا۶۰ تا اتاق فرار رفتیم اتاق فرار بزور انصراف گرفتن هم تیمی هل دادن کلی فحش زشت دادن پول حلال نیست,1
یکی بهترین اتاق فرار هایی رفتم طراحی دکور ، تعداد اتاقا ، پرنسل اکترا همگی عالی بودن,0
اقا هرچی هیجان بازی بگم کمه فکر نمیکردم یکروز بازی غیر ترسناک انقدر جذاب باشه برام تجربه حدود ۵۰.۶۰ تا جز بهترین بود گیم پلی عالی روند فوق العاده معما چالش بر انگیز هینت دهی متفاوت بود مجموعه نظر چیز عالی بود خسته نباشید میگم مجموعه راک,0
محشر بود مخصوصا رفتار پرسنل ممنون ازتون🙏💝✨️,0
هوای داخل بشدت گرم بود فضای نامناسب توجه تعداد ۸ نفر بود صدای موزیک بسیار بالا بطوریکه صدا نمیشد شنید بیسیم هم قطع بود پرسنل بدون توجه سناریو ادامه دادند,1
اتاق فرار معمایی زیادی رفتیم اولین اسکیپ روم ترسناک هیجان انگیزی بود خواستم بیایم متاسفانه مأیوسمان کردن، برخورد نامناسبی داشتن بی ادبی حین حل معما چراکه خانواده آشنایانمان بودیم جلوی انها مخصوصا دخترخاله ام مثل خواهرم است دشنام ناموسی دادن موضوع مراجع قضایی پیگیری خواهم کرد,1
خواستم تشکر کنم بچهای تیم استری بازی دلنشینی اجرا گذاشتن خوب عالی بود سناریو بازی حرف نداشت فضا سازی خیلی خوب بود اکت همشون خوب بودن کل خیلی لذت بردیم,0
مشت لات لوت جمع کردید اتاق فرار هر دلیلی دنبال انصراف بازی هستند مسخره بازی کار میرن جی بشه؟این پولی ک اینجوری میارید گوشت سگ حرومتره،البته اگر حلال حرام اعتقاد داشته باشید،من نمیدونم ادم خودمختار بودنند کی بودن جیکاره هستند،ولی خوب میدونم داره گوشت سگ جمع میکنه خودش خانوادش،اگه پیام قراره بالا دستی شخص برسه امیدوارم بفکر پرسنل دیگه ای خودشون باشن،من خودم کوتاهی نخواهم کرد اتاق فرار بهداشت امکان بدترین حالت ممکن میکوبم..و نهایت سعیمو میکنم روابطی دارم، پلمپ اتاق فرار بگیرم,1
افتضاح افتضاح حیف وقت هزینه مکان اصلا نمیدونم اسمشو گذاشتن اتاق فرار,1
سلام بازی ساعت ۱۹:۰۰ رزرو کرده بودیم ساعت ۱۸:۰۰ بود زنگ زدند گفتن بازی ۱ ساعت تاخیر ران میشه بازی انداختن ساعت ۲۰:۰۰ ساعت ۲۰:۰۰ ساعت محل بودیم ۳۰ دقیقه راه دادن تقریبا پرویی جواب دادن گفتن معذرت خواهی کرده بودیمو اینا تیم تجربه ۳۰ تا بازی داره نظرم بازی خیلی خاصی نبود بازی کاملا معمولی بود ارزش ۱۸۰ تومن نداره نهایتا بازی باید ۱۲۰-۱۳۰ تومن باشه نگاه تایم طولانیش نکنید چون معما شدت سلیقه ای هستش تا راهنمایی نکنن حل نمیشه باید سرنخ اولیه بهتون بدن تا حل بشه تایم زیادی معما میره وگرنه مفید بازی همون ۸۰-۹۰ دقیقه است بازی فضاسازی نسبتا خوبی داره تئاتر ترس انچنانی نداره بازیهایی مثل عفریته وادی السلام جاودانه وردیج و…. خیلی قشنگتر هستند تئاتر دارند طوری کع آدم جذب بازی میکنه کاملا بازی زوی تئاتر معلوم میشه آخر گیم مستر بازی چون بازیش ترس نداشت اکتور هم معمولی بودند اول بازی شروع کرد گفتن اینکه بازی جن واقعی داره روحمو فروختم غیره خوب اول بازی مشگلی نبود چون قصد ترسوندن هستش بازی جدیت میگفت بازی جن داره اینا اصلا کاره جالبی نیست هیچ مدرکی هم حرفش نداره کلا کاره قشنگی نیست اینکه,1
سلام.در کل مختصر بگم اتاق فرار خوبی بود.دکور بدی نداشت میتونست معما های حذف شده داستان طور کل حذف شود. قشنگترین بخش قسمت تعاملی بود قشنگ بود. ممنون پرسنل,0
ممنون بازی زیبا کاملتون،به معنای واقعی پکیجه اسکیپ روم. تعامل فوق العاده دلنشینش تا برخورد بینظیر (علی آقا) پرنسل محترم. معما کاملا سناریو مرتبط بود،و دکور جذاب چشم گیر. طعم جدید ترس میخوایید بازی امتحان کنید رزروش تردید نکنید.❤👌,0
دکور خوب رفتار پرسنل هم بسیار مناسب بود ترس نسبت کم بود نمایش بازی کردنش دوست داشتم,0
جالب نبود,1
کسایی تعریف کردن اتاق فرار یا عوامل دوستای مجموعه هستن یا تا حالا اتاق فرار خوب نرفتن عزیزی تجربه بالای 60 تا نوشته بهترین اتاق فرار بود ک رفتم لطفا 60تا تجربشو لیست کنه ک بقیه نرن وقت مزخرف تجربه اتاق فرار چند سال اخیرمون بود ربع زودتر رسیدیم لوکیشن تا 20 دیقه تایم رزرو دم نگهداشته بودنمون بازی شروع نمیکردن سناریو عادی حالت اتاق فرار، انگار 4نفر رفتن اتاق فرار بهشون خوش گذشته گفتن ماهم یدونه اتاق فرار نزنیم اسم هیچ ارتباطی بازی نداره فضا کثیف حدی بازی انگار چاه پر گچ خاک اومدیم بیرون یدونه کفش یا دمپایی هزینه نکرده بودن تدارک ببینن پلیر خاک خل هوا اینقدر گرم فقط بازی داشتیم عرق خشک میکردیم تا معما حل کنیم روی بوی عرق میفهمیدیم الان اکتور دقیقا کجا وایساده متراژ فضا میشه ازش اتاق فرار بی نظیر دراورد متاسفانه... معما یا اینقدر ساده بود مضحک نظر میرسید یا اینقدر هیچ صورتی معما نبود فقط باید خودشون میومدن میگفتن چیکار کنیم قسمتای بازی قفب زدن اصلا جزو بازی نی حتی علامتی نذاشتن بازیکن درگیر بازکردن قفلش نشه بازی بهمون گفتن تازه نمیخواست حل کنین فضای اوپن مپ شدت بد طراحی شده گیم مستر بسیار ضعیف صدای موزیک اینقدر زیاد بود نمیشد هم صحبت کنیم حل کنیم معما الکی نور میگرفتن ازمون گمراهمون میکردن کل ضعیف تجربه اتاق فرارمون بود تنها توصیه ام بقیه کبابی بغل اتاق فراره کباباش خوشمزه هست برین کباب بخوربن جذابیتش 100برابره پول جوب ریختن بود,1
عالی یکی بهترین اتاق فرار برخورد پرنسل عالی بسیار متحرم اکت های عالیی پیشنهاد می,0
عالییی بود برخورد پرسنل خیلی عالی بود معما هاهم خوب بود 🤍,0
بازی افتضاحیییی بود ، یعنی خیلی خیلی مسخره بود ، حیف پول آدم بازی بده ، هر کسی اتاق فرار رزرو کنه هم وقتشو هم پولشو ریخته دور بازی بسیار مسخره خسته کننده اکت های بسیار آماتور کلا هر قدر بد بگم بازی کم گفتم ، کل افتضاح بود بد اتاق فرار عمرم بود 😡,1
اصلا جالب نبود قفل خراب پیدا کردن رمزا اصلا بک نزدیم چون قفلا راخت باز میشدن ن داستان حالبی داشت ن ترس خاصی اونایی دنبال اتاق فرار عالین اصلا پیشنهاد نمیکنم کلا چیز ضعیف کلیم تایم اضافه اوردیم چون راحتی مراحل رفتیم تازه شروع مبد هم نیست ساعت اکتور داستان تعریف کرد بعدشم گفت برید کلا نردی بازی خوبی نیست حیف پول دادیم بر خورد پرسنلم صفر,1
سلام اول خسته نباشید میگم تیم خوب مجموعه بهترین بودن دومین بار بود بازی تجربه کردم اطمینان کامل می,0
عالی بود ☺️☺️??,0
کسی بار اولشه اتاق فرار خوبیه.من بار اولم بود سکته کردم.یجا ام باید تکی برید اتاق وحشتناک بود,1
تنها خوبی ای اتاق فرار داشت اینه می تونستی موتورتو بیاری نگران موتور نباشی افتضاح بد بود سناریو دکور هیچ ربطی هم نداشتن معما اصلا خوب نبود خیلی بی ربط سناریو بود بک هاشم اصلا ترسناک نبود گیم مستر اول بازی اکت رفت برامون همون کل بازی ترناک تر بود خلاصه نرید بازی,1
دیشب بودیم میتونم بگم خیلی عالی بود. فان ترسش بجا بود. اکتورای عااالی حنجره طلایی سناریو قشنگ موزیکای عالی وای صدااااا. اخر شخصیت پهلوون خیلی باحال بود. پرسنل شدت محترم خوش برخوردی هم هستن. حتی سوپرایز تولدم داشتیم تیم محله خبیث خیلی بهمون خوش گذشت,1
خیلی هیجان انگیز ترسناک بود دکور خفن معماهای باحال. پیشنهاد میشه برید,0
تجربه خوبی بود لذت بردیم 👌🏽 عالی,0
متاسفانه وجود اينكه موقع لوكيشن تقريبى بازى رسيده بوديم حدود يك ساعت انتظار كشيديم پاسخگو نبودن تا حال اين مقدار بى مسئوليتى تجربه نكرده بودم آخر هم پيگيرى تايم فور فان پيش پرداخت برگردوندن بدون حتى كوچكترين توضيح يا عذر خواهى 👎🏼👎🏼👎🏼👎🏼,1
حجی ناموصن پشمام😂😂,0
مورد دکور هزینه کردن براش دمشونم گرم اکتاش اصلن جالب نبود ترسی نداشت بیشتر مسخره بازی بود میدونستی داره,1
جالبه توضیحات نوشته بازی بی سیم نداره دقیقا شروع بازی بی سیم باهامون بود طریق بی سیم بهمون کمک میشد!!! کجای هینت دهی منحصر فرده!,1
خوب بود خسته نباشید ، جا داره بهتر شه 🙌🏼,0
عالی بود مرسی بچه های دایموند اسکیپ سوپرایز جالبی هم دارن باحاله حتماً امتحان کنید باحاله حال میده ی بازی متفاوت هیجانیه عالیه,0
عالیی بودین خسته نباشید بهترین اتاق فراری بود تجربه کردم بهترین پرسنل معماها فضاسازی عالی بود پیشنهاد میکنم بهتون,0
معماهای تخیلی افتضاح هینت نمیداد عمرااا میشد حل کرد دکوری مربوط معما میشد کلا داغون بود اصلا متوجه نمیشدی کدوم کدومه🤦🤦کلا فضای بازی زمینه ششششششدت گرم بود حدی کلافه بشی هیچ هوایب نبود .😤یه تایم طولانی گیم مستر نورو میگرفت یادش میرفت ک نور بده 😤لباسامون کلی کثیف شد. اکتووورا افتصاح بودن همش تاچ میکردن اکت تکراری زیاد داشتن .ولی هممممه بدتر رفتارای زشت پرسنل بود رکابی میومدن جلومون خیلی بد حرف میزدن شوخی میکردن خانما ..... کلا بخوام بگم تجربه ۳۲ تا بازی افتضاح بازی ای بود رفتم,1
اتاق فرارو کسایی فکر میکنن الان دیگه هیچ اتاق فراری قرار نیست بترسونتشون پیشنهاد میدم چون خودم هم همینجوری بودم عالی بود خیلی هم ترسناک طبیعی اکتورها فوقلعاده بودن مخصوصا اکتور گولاخه فک کنم 180 کیلو بود قد 2 متر,1
سلام خدمت دوستان عزیز . اول بگم مزخرف اتاق فراری بود عمرا رفتم . فوق العاده ابتدایی مسخره . رفتار پرسنل خیلی بد . نیم ساعت جلو معطل کردن تا پول نگرفتن نگذاشتن وارد بشیم . خدا وکیلی نمیدونم جوری قدر نظر مثبت گذاشتن . یکم منصف باشیم خیلی نظرات جلب اتاق فرار میشن . بخوام ۱۰ نمره بدم ارفاق ۱ میدم ...,1
واقعاااااا افتضاح بود ن ادب داشتن ن شخصیت اکتوراشونم مسخره بودن خیلی سطح پایین اصن بازی جالبی نبود خیلی بی کیفیت بود انگار سیرکه اگ میخواید پولتونو بریزید جوب برید,1
بازی خوب باحالی بود برخورد عوامل بسیار عالی بود باتشکر ازشون,0
دکور خراب شده بود سناریو زیاد بازی هماهنگ,1
ساعت ۶ سانس داشتیم ساعت ۵:۵۰ دقیقه تازه یادشون افتاده زنگ بزنن بگن سانستون کنسل هست ترافیک راه رسیدیم لوکیشن تازه ۵ دقیقه مونده سانس باید سانس کنسل کرد؟,1
انتظار ناممکن چیزهارو باید داشت ..... ایول واقعا👍👍,0
خسته نباشيد ميگم تيمتون واقعااااا چي عالي ترس دكور معما برخورد پرسنل حتماااا امتحانش كنيد😍,0
خیلی خوب بود -فضا سازی عالی -دکور خوب - معما سناریو بازی عالی -برخورد پرسنل عالی -اکتور عالی پیشنهاد میکنم بازی تجربه کنید.,0
کلا نظر ضعیف بود اکتا افتضاح ... دکور افتضاح.... فقط نمیدونم نظر مثبتو کیا دادن ؟؟,1
سلام بازی عالی بود اکت خوب برخورد خوب,0
بسیار مزخرف هیچ استانداردی رعایت نشده راهرو بسیار باریک اینکه پول بیشتر بگیرن تا ۱۰ نفر هن راه میدن فضا زور ۴ نفر هم هست بدون کفش باید برید داخل خودش خیلی خطرناکه پای دوستمون شکست امشب چونکه تاریکه فرشها تا خورده زمانی فرار میکنید پاتون گیر میکنه میخورید زمین احتمال شکستن بینی بسیار زیاد هست همون اول ازتون پول میگیرن میدونن اتفاقایی قرار بیفته جر بحث پول نکنن معماش بسیار ضعیف پیشنهاد میکنم اتاق فرار لیست خارج کنید ازتون همون اول امضا میگیرن بلایی سرتون اومد ربطی نداره صورتی هیچ استانداردی رعایت نشده بازیکن جا بی خبر امضا میکنه پول وقتتون هدر ندید مهم تر سلامتیتون دیوار های سیمانی هستش اونجایی بسیار تنگ تاریک هست تمام دست ارنج زمی میکنه کلا بلاک شه بهتره,1
وای یعنی بهترین اتاق فراری بود رفتم. هر لحاظ عالی بود. فضاش کاراکترا موضوع داستان. امتحان کنید,0
فقط برید تعداد پایم هشتاد بودیم ترس بازی اومده بود پایین بهتون خوش بگذره ???? پرسنل درجه پایه دمتون گرمممممم❤️❤️❤️❤️,0
سلام خسته نباشیین دوستان بازی تاج تخت خیلی امشب خوش گذشت چون وارد محیطی شدم انگار رفته بودم سفر نسبت اندازه محیط عالی بود ترس بازی سناریو مربود بود کاملا گویای سناریو بود بازم ممنون🌹,0
اتاق فرار زیاد رفتیم نمیگم,0
سخت گیری روی تایم ورود تعجب میکنم!!ما,1
سلام بازی پریشبمونو شست برد ممنون ازتون اکت های خوب,1
تیم بی ناموس گذاشتین حروم زاده شماره های ناموس پیام بدن....ما اعتماد میکنیم شماره می نویسم نمی,1
بی نظیر. خارق العاده. شگفت انگیز. گیم پلیییییییییییی وای وای دکورییییییییییی وای وای سناریویییییییییی وای وای اب دستتونه بذارید زمین بدویید برید ضد بدویید,0
یکی اتاق فرارهای ترسناک تهران بود تجربه خوبی بود پیشنهاد میکنم برید,0
لحظات خوب هیجانیی بود ممنون,0
مضخرف اصلا كامنت توجه نكنيد ترس ٠ هيچ ترسي نداشتيم برخورد پرنسل كلا ادابازي بود تنها نكته مثبت فقط دكورشون بود دنبال دكور فضاسازي خوب هستيد بريد اين مجموعه بك خيلي هيجان نداشت,1
اولش انصراف دادیم رفتار پرسنل بسیار بد بود پولی دادیم پس نداد فقط کلاهبرداری,1
دیشب بودیم میتونم بگم خیلی عالی بود. فان ترسش بجا بود. اکتورای عااالی حنجره طلایی سناریو قشنگ موزیکای عالی وای صدااااا. اخر شخصیت پهلوون خیلی باحال بود. پرسنل شدت محترم خوش برخوردی هم هستن. حتی سوپرایز تولدم داشتیم تیم محله خبیث خیلی بهمون خوش گذشت,1
۸نفر,1
استاندارد های بازی عالی داشتند اکتور عالی بود,0
کبمیکجمینیمینی عالییی بودددد خیلی خوش گذشت خیلی خوش برخورد بودیدواقعااا مرسی🤓🌝💕,1
دکور کاملا معمولی معما معمولی ریتم بازی خیلی کند حوصله بر گیم مستر بشدت راضی بی ادب نمره بازی ۸.۹ است,1
بازی خوبی بود، معماها خوب بود، اکتورها هم خوب بودن 👍 پیشنهادی تمام گیم مسترها دارم، نظرم اینکه خانم یا می,1
سلام.خیلی خیلی خیلی پیشنهاد میکنم برید.۴۰۰ متر فضا ،بکای زیاد،اکتوراش خیلی حرفه ای مخصوصا اکتور خانم ترسناک بود نقششو خیلی عالی بازی میکرد.در کل ۵ تا اتاق فرار رفتن بالاخره ترس خودمون ترسیدیم😅😅😅,0
بازی خوبی بود قطعااااا ارزش امتحان کردن داره برید لذت ببرید ممنون تیم خوب بازی🙏,0
سلام امیدوارم کامنتم پاک نشه اول ازهمه خسته نباشید میگم تایم فور فان امتیاز الکی میده دکور فوق العاده ساده بود برخورد پرسنل شدت بی ادب بد دهن بازی چند بار فحاشی کردن معماها بسیار گنگ بی منطق بود هینت اشتباه دادن بازی ریسِت نشده بود بازی بعدی شروع میشد کلا بازی هیچ ربطی سناریو نداشت دراخر بگم نمیدونم چطور امتیاز بالارو دادن,1
سایت افتضاحیه . چهارشنبه ساعت ۱ شب میشه ۱ صبح پنجشنبه جمعه ثبت نام کردیم وقت رزروی دادن چهارشنبه چند ساعت ساعتی رزرو کردیم دادن. اصلا سایت ثبت نام نکنین بیانه دادیم چون وقت گذشته بوده بیانه پس ندادن.مگه میشه ادم ساعتی گذشته جایی اتاق فرار رزرو کنه.؟ اصلا سایت رزرو نکنین تماس بگیرید اتاق فرار,1
مسخره بی ارزش بازی تاریخ,1
فضا سازي طراحي دكور خوبي داره منتهي گيم مستر خيلي ناشيه همچنين اكتور بازي ٣٥ دقيقه جلوي وايستاديم اخرشم گفتن ك اكتورمون نيومده تصادف كرده اكتور خانم هم مسدومه كل بازي يه اكتور داشت گيم مستر هم يجاهايي خودش وارد بازي ميشد تمام صداهايي كه اتاق گيم مستر بودو ميشنيديم بازي گردانيشون اصلا خوب نبود ميدونستيم اكتور كجا ميادو ميره اينكه اكتور ميرفت هم مسبر رفت امدش چراغ روشن ميموند خيلي تابلو بود خلاصه اين بازي خيلي جاي كار داره اكيپ ٧٠ تا تجربه بازي داشت اين بازي برامون فوق العاده مسخره مبتدي بود.,1
خیلی خیلی عالی بود کیف کردم خیلی هیجانش خوب بود خلاصه خیلی خوش گذشت 💕✨ پیشنهاد میکنم بار هیجانش امتحان کنید♥️,0
عالی بود ممنون مخصوصا اقاهه عصا میاد 😁,0
بازی خوبی بود ترسش مقدار واسه پلیرای واقعی پایینه فضا معما خوب روون بود ممنون ازتون,0
افتضاح بود,1
عالی بود تجربه اتاق فرار بیشتر 25 تا بازی سرعت اکتورا هم زیاد بود ترس بازیم بالا بود عالی ممنونم😍😍,0
بازی شدت ضعیف معما کم تر ۱ دقیقه حل میشه ۱۰۰ دقیقه زده اصلا ۱۰۰ دقیقه بازی نبودیم اکتور ضعیف اکت ضعیف معما شدت راحت موزیک بی ربط سناریو فضا هیچ ربطی هم نداشت حضور اشخاصی بازی بود هیچ,1
حدود ۴۲-۴۳ تا اتاق فرار رفتم بدترین اتاق فراری بود رفتم اکتور فحش خاهر مادر داد ، تازه دوبار بدترین فحش های ممکن,1
توجه تجربه های قبلی (راز،تنهایی،روستایی ناپاک زاده،سایلنت هیل) طراحی دکور نمره ۳۰ میگیره،تهویه ۱۰،نورپردازی ۲۰،موسیقی۲۰،معما۳۰،خلاقیت ۳۰،لباس گریم ۴۰ نظم مدیریت استف ۴۰ هینت دهی طبق معمول بی سیم فردی هینت میده نقشی داستان نداره کسایی بار اول میخان برن خیلی میترسن مناسب نسبت کیفیت موارد بالا نظر هزینه قیمت تیکت بالاست,1
اتاق فرار وینچستر فراتر اتاق فرار خیلیییییی خوبه خوشم اومد دمتون گرم خسته نباشید,0
عالی خیلی خوب بود,0
رفتار پرسنلشون کاملا غیر حرفه ای بد بود، اکتور بچه های گروه آسیب زدن آخر هم تنها معذرت خواهی نکردن بلکه اصلا قبول هم نکردن، داستان فضا سازی ترسش هم معمولی بود.,1
عالی بود دمتون گرم,0
کیف کردیم باحال بود,0
دکور زیبا طراحی شده بود.معماها سخت بودن خصوصا اخری.با اینکه ادم شجاعیم ۲ بار وحشتناک ترسیدم 😂 محض ورود شروع شد👻😱 اکتورا خیلی خوب بازی میکردن.واقعا انرژی گذاشتن.تئاتر خوبی داشتن. کسایی ک دلشون ترس میخواد معمای حل نشدنی پیشنهاد میکنم چون جفتشو داشت. بدخورد پرسنل عالی بود.,0
لذت بخش نبود بنظرم ساده بود سناریو اصلا نداشت اکتور علی الخصوص گیم مستری ضعیف باعث شد کسی پیشنهادش نکنم کاش نظرات واقعی بنویسیم آدم وقتش تلف نشه بدترین تجربه ام بود فضای جدید وارد نشده گیم مستر میگفت اینارو بشمارید میشه رمز دیگه خلاصه اتاق راحت فراری بود نقدم داشتم گیم مستر عصبانی کرد بنظر بی دلیل البته تجربه شون قطعا کمه فکر میکردم جا حق مشتری است اینجا,1
👍👍👍🌹🌹🌹🌹,0
بازی عالی ، اکتور محشر بود اکتور خانومشون خوب بودن فضاسازیش خیلی ترسناک باحال بود کسایی دنبال تجربه ترس هستن توصیه میکنم.,0
سلام اکتور دخترشون عالی بود اکتا بجا بود. فضا سازی هم طبیعی بود هیچی خگب بود ممنونم😍😍😍😍😍😍😍😍😍😍👀👀👀,0
واو شت عالی بود پسر ببین بازی هیجان انگیز میخای پرام ریخته برو ببین میگم چیزی می,1
خیلی تجربه لذت بخشی بود.سناریو بسیار زیبا، گیم پلی کاملا گیرا مربوط داستان بازی بود. دکور فضا خوب بود باور پذیری بالا بود.بخش اکت نمایش حرف نداشت خیلی حال داد تعامل خوبی داشت خیلی دراماتیک قشنگ بود.در کل اتاقایی بود هیچوقت یادمون نمیره کاملا منحصر فرد عالی مرسی تیم باحال امین آباد ?,0
مزخرف,1
خیلی خیلی خیلی خوب بود مرسی بابت دکور ، برخورد پرسنل .... عالی,0
اولین بارم بود اتاق فرار عالییییی بود خیلی هیجانی بووود کیف کردم,0
خسته نباشید ، بی نظیر بود کلمه⚡,0
سناریو:۳/۱۰ اکت:۵/۱۰ معما۴/۱۰ موسیقی۷/۱۰ دکور:۷/۱۰ کل اصلا راضی نبودیم گیم مستر یادش رفت بود نور بده برخورد پرسنل خیلی محترم بود حرفه نبودن حتی اطلاعات کافی هم نداشتن معما بی ربط نسبت سناریو بود دکور شونم معمولی بود,1
دوستانی قصد رزرو اتاق فرار اهریمن دارن مثل اصلا گول امتیاز بالای مجموعه نخورن اگر صفحات کامنت حدود ۴۴ صفحه هست برگردین کاملا متوجه میشین کامنت فیک توسط مجموعه ثبت شده صورت . ♥️ فقط اسامی تکراری.به صورت کاملا گول زننده ای امتیاز بازی بردن بالا تیم تایم فور فان میخوام رسیدگی کنن. دوستان بازی افتضاح دکور خراب اکت کم.اصلا ارزش رفتن نداره. لطفا صورت درست دور کلک معما سازی درست دکور مناسب امتیاز بالا ببرین.,1
قلب قبلیم درد نمیخوره شنبه ایشالله پیوند باید بزنم بینظیر بود اکتور فوق العاده برخورد پرسنل عالی ترس نهایت خودش ممنون تیم خفن هیجان ساختن واسمون,0
متاسفم مدیر مجموعه ضعف اداره کارکنان مجموعه داره،سانس رزرو کردیم داخل سایت ساعت ۱۱:۳۰ حتی زودتر تایم اومدیم تماس گرفتیم گفتن الان میام دنبالتون ۱۵ دقیقه تماس گرفتم یادشون رفته بود جلو منتظریم میگن اکتور رفته چون تماس نگرفتین همزمان موزیک بازی داشت پخش میشد گفتن بهمون سانس میتونین بیایید بخاطر همین ۱ شب خراب کردن مجموعه ضعیفشون ، اصلا پیشنهاد نمیکنم ...,1
جزع بهترین اتاق فرارهایی بود تا الان رفتم ،به شدت جذاب ترسناک بود 😍، توصیش می کنم برید 👌👌,0
عنوان بست پلیر هفته میتونم بگم خیلی چیز عالی بود مهمتر پرسنل خوش برخوردی داشت🥰😁,0
تجربه بیش ۲۰ اتاق فرار متفاوت چند نکته منفی میخوام بگم اول اینکه اکتور های بازی کلا ۲ نفر بودن خانوم اقا صورت خیلی یکنواخت ظاهر میشدند بیشتر خنده دار بود! بنظرم بیشتر بدرد کسایی اولین تجربشون هست میخوره! بازی خیلی بی مقدمه شروع شد جواب بعضی معما غیرمنطقی بود! اتاق خیلی شبیه هم بودن جذابیت بازی کاهش میداد! فضاسازی زیاد دوست نداشتم میتونست بهتر باشه! درکل انتظار خاصی نداشته باشید!,1
درکل توقع بالایی داشتیم محقق نشد، بازی تایمش نصف بود حدود ۴۰ دقیقه داخل بودیم ، سری تمومش کردن ، اکتا خوب بود اتاق دوم فقط یکی اکتورا بود ، درکل پیشنهاد نمیکنم ، خودمون کامنت های خوب بازی رزرو کردیم متاسفانه اصلا خوش نگذشت دمتون گرم خسته نباشید,1
اشتباه محض اول اکتور سن پایین بسیار کم تجربه دوم معما بسیار مضخرف یعنی سخت غیر قابل حل راه حل های بی ربط سرنخ مورد هم بود فوق ساده سوم سناریو نداشت تئاتر تعاملی نداشت یا چیزایی ۳۰تا تجربه داشتم متفاوت بود(وقتی ادم میخواد خودشو گول بزنه) چهارم بک افتضاح پیشروی بود تا بک دادن یعنی بک میدی تا معما بتونی حل کنی اینجا اصلا همچین چیزی نبود الا اولین بکش پنجم اکثرا اتاق هم راه داشت همشونم راه ۱۰دفعه راه رد شدیم یعنی مپ کل اتاق فرارو اخراش حفظ بودم اکتورهارو دور میزدم،😂 کلا توصیه میکنم نرین یا کسی تجربه اوله میخاید زیاد نترسه برین اینجا,1
متاسفانه ناراحتیم چون لذت نبردیم آخرش دلخوری رفتیم حس خوبی نگرفتیم، اینکه بخاطر تماس کوچیک غیرعمدی اونم تاریکی انقد گیم مستر بازی برآشفته شد زیبنده ی تیم مهمانتون نبود. تیم تون خیلی کم ظرفیت بود انقد زود زیاد عصبی شد، حدود میلیونی هزینه کردیم سوخت چون بازی نصفه گذاشتید. اومدن کامنتها چک کردم مثبت بود نزدیک خلافش ثابت کردید، اینکه طراحی دکور داستان اکت عالی بود برخود تون بشدددددن زننده بود. فیلم تماس اکتور نشون دادی مشخص بود تاریکی چیزی نمیبینه اصرار داشتی زیرپایی کشیده براش بازی زودتر تموم کنید گروه بعدی بیاد، پولی دادیم حلالتون!,1
بازی بدی نبود اونقدر هم ارزش نداره ک بخای. بری رفتار پرسنل اصلن خوب نیست بازی باگ نور داره اکتور زعیف واقعن باید تلاشتونو بیشتر کنید,1
دنبال اتاق فراری هستید ترسش بالا باشه خفنه ترسش,0
اینقدر خوش گذشت بار دوم تصمیم تکرار داریم خدایی اکتور هاش پدر دراوردن جرات بک زدن نداشتیم خیلی خوب بود ...صدا عالی ...اکت عالی ...بک عالی,1
عالیییییی,0
دوستانی قصد رزرو اتاق فرار اهریمن دارن مثل اصلا گول امتیاز بالای مجموعه نخورن اگر صفحات کامنت حدود ۴۴ صفحه هست برگردین کاملا متوجه میشین کامنت فیک توسط مجموعه ثبت شده صورت . ♥️ فقط اسامی تکراری.به صورت کاملا گول زننده ای امتیاز بازی بردن بالا تیم تایم فور فان میخوام رسیدگی کنن. دوستان بازی افتضاح دکور خراب اکت کم.اصلا ارزش رفتن نداره. لطفا صورت درست دور کلک معما سازی درست دکور مناسب امتیاز بالا ببرین.,1
فوق العاده بود خیلی چیز طبیعی ترسناک بود پیشنهاد میکنم,0
اول اینکه اومدیم دمه ۴۰ دقیقه منتظر بودیم اومدیم داخل اصلا برخورد مناسبی ندارن ۳۰دقیقه داخل مجموعه انتظار داشتیم کولر نداره هوا گرمه اصلا خوشم نیومد,1
سلام مجوز اتاق فرار نداشتند برخورد خوب نبود هیچ باکس صندق امنی تحویل گوشی وسایل ارزش نبود ازمون خواستند اینارو تحویل بدهیم محل اتاق فرار محله تاریک انتهای بن بست بود عملا رفت آمد محل اتاق فرار خودش فرار بود اصلا امن نبود هیچ مجوزی نداشتند,1
گیم مستر عالی اکتور خانوم فوق العاده بود رفت امد بی صدا صدای گریه حین اکت تاتری خیلی واقعی تاثیر گذار بود گیریم اکتور ویژه شخصیت های خانم بازی خیلی واقعی بود کل خیلی لذت بردیم تاتر اول بازی توسط اقا بهزاد بی نظیر بود حقشون اینکه بازیگر بشن… ترس بازی انقدر زیاد بود ما۴بار میخواستیم انصراف بدیم گیم پلی بازی شدت جذاب بود روان بر خورد پرسنل عالی دلنشین دکور بازی معما مربوط سناریو روند فهم سناریو کمک میکرد شددت پیشنهاد میکنم تجربه کنید ممنون پرسنل اقا بهزاد عزیز,0
